scenario,rep_num,patient_id,arrival_ts,got_greeter_ts,release_greeter_ts,got_reg_ts,release_reg_ts,got_vaccinator_ts,release_vaccinator_ts,got_scheduler_ts,release_scheduler_ts,exit_system_ts,wait_for_greeter,wait_for_reg,wait_for_vaccinator,vaccination_time,wait_for_scheduler,post_vacc_time,time_in_system
base_v15,1,865,283.478823200932,283.478823200932,283.69258115746766,284.17595386314514,284.6664137715637,284.6664137715637,288.0200605076889,288.66138197929814,289.443282250464,303.349065036145,0.0,0.4833727056774819,0.0,3.3536467361252,0.641321471609217,15.329004528456096,19.87024183521305
base_v15,1,858,281.65066048619553,281.65066048619553,281.8724350681282,281.8724350681282,283.79321887463243,283.79321887463243,288.3752403396106,288.83062333882106,289.6812256475656,303.4800623031744,0.0,0.0,0.0,4.582021464978197,0.4553829992104283,15.10482196356378,21.829401816978876
base_v15,1,861,282.8536537467756,282.8536537467756,283.11552032378285,283.79321887463243,284.17595386314514,284.17595386314514,288.3968685174148,,,303.5801347243324,0.0,0.6776985508495841,0.0,4.22091465426962,,15.183266206917663,20.726480977556832
base_v15,1,864,283.16750019043366,283.16750019043366,283.4169462222329,284.14933585903736,284.9976059328968,284.9976059328968,287.9094064836879,287.9094064836879,288.83062333882106,303.91168512884,0.0,0.7323896368044416,0.0,2.9118005507911,0.0,16.002278645152046,20.744184938406303
base_v15,1,866,284.45472748969763,284.45472748969763,284.7231629961656,284.7231629961656,285.0480915373468,285.0480915373468,288.91998778396675,289.4073235461549,290.6428508466297,304.20371022126454,0.0,0.0,0.0,3.87189624661994,0.4873357621881382,15.283722437297795,19.74898273156691
base_v15,1,863,282.9698395109908,282.9698395109908,283.28503762037013,284.0203023435121,284.14933585903736,284.14933585903736,288.1202408233986,288.70806817269306,289.50116439033144,304.21222718302505,0.0,0.7352647231419951,0.0,3.970904964361239,0.5878273492944572,16.091986359626446,21.242387672034223
base_v15,1,855,280.1765772352005,280.1765772352005,280.40644152845186,280.8797505083067,284.0203023435121,284.0203023435121,287.9718495919973,288.37690879680207,289.4073235461549,304.21393273876976,0.0,0.4733089798548349,0.0,3.951547248485156,0.4050592048047861,16.242083146772472,24.037355503569245
base_v15,1,869,285.5670249343032,285.5670249343032,285.8133428372828,285.8133428372828,286.63982851667834,286.63982851667834,289.81183549562724,289.81183549562724,290.89246467753514,305.01869427179093,0.0,0.0,0.0,3.1720069789489003,0.0,15.2068587761637,19.45166933748777
base_v15,1,859,281.8253163548626,281.8253163548626,282.0497198428596,282.2294108963802,285.1620581855144,285.35056715787454,289.3287756177197,,,305.22135760665344,0.0,0.1796910535206848,0.1885089723601254,3.9782084598451775,,15.892581988933728,23.396041251790848
base_v15,1,853,279.6396915357324,279.6396915357324,279.8748801916121,279.8748801916121,281.11442398512014,282.35865717338714,286.4960472511066,,,305.8176610619967,0.0,0.0,1.2442331882670032,4.137390077719431,,19.321613810890145,26.17796952626429
base_v15,1,870,286.11905836474864,286.11905836474864,286.25947382437136,286.25947382437136,286.49413101030024,286.49413101030024,290.476120901734,,,306.86700393888384,0.0,0.0,0.0,3.981989891433784,,16.39088303714982,20.7479455741352
base_v15,1,867,284.6017494859612,284.6017494859612,284.87426594339183,284.9976059328968,286.65136980631775,287.32345576754506,291.6942876779078,291.6942876779078,292.7682996357947,306.929295926496,0.0,0.1233399895049842,0.6720859612273102,4.370831910362767,0.0,15.235008248588144,22.32754644053477
base_v15,1,876,287.2437013710611,287.2437013710611,287.5423030502742,287.5423030502742,287.85702268583174,287.9094064836879,291.34984824981046,291.34984824981046,292.4800317244361,307.1095903865771,0.0,0.0,0.05238379785618,3.4404417661225466,0.0,15.759742136766649,19.865889015516014
base_v15,1,875,287.0678579357024,287.0678579357024,287.32529320380786,287.32529320380786,288.00515941373726,288.00515941373726,291.8881358221056,,,307.5012650727015,0.0,0.0,0.0,3.882976408368336,,15.613129250595875,20.43340713699905
base_v15,1,872,286.53884971698415,286.53884971698415,286.76534885234446,286.76534885234446,287.1906981020683,287.6080163752964,291.7922065766728,,,307.528464679282,0.0,0.0,0.4173182732280338,4.1841902013764525,,15.736258102609156,20.98961496229782
base_v15,1,873,286.6439655111188,286.6439655111188,286.95000470157765,286.95000470157765,287.0232265370738,287.5968038247753,291.91836076042824,,,307.5624221970279,0.0,0.0,0.5735772877015393,4.321556935652893,,15.644061436599657,20.91845668590912
base_v15,1,871,286.1634601963039,286.1634601963039,286.44249973596175,286.44249973596175,288.46707441653047,288.46707441653047,292.103760939595,,,307.732221050577,0.0,0.0,0.0,3.6366865230645535,,15.628460110981962,21.56876085427308
base_v15,1,880,287.8358059012932,287.8358059012932,288.0293966067724,288.0293966067724,288.47336785369,288.47336785369,292.73960562642446,292.73960562642446,293.78082508004115,308.09320940732334,0.0,0.0,0.0,4.266237772734485,0.0,15.35360378089888,20.257403506030187
base_v15,1,874,286.7482721749959,286.7482721749959,286.96051326683784,286.96051326683784,288.14654692401274,288.14654692401274,292.09434421284885,,,308.1083831644583,0.0,0.0,0.0,3.9477972888361137,,16.01403895160945,21.360110989462385
base_v15,1,882,288.0425588010055,288.0609257867171,288.2891658835674,288.6125795134053,289.0011271834967,289.0011271834967,292.9514911486045,292.9514911486045,293.9027249625461,308.4078821626922,0.0183669857116228,0.3234136298378871,0.0,3.9503639651077833,0.0,15.456391014087728,20.365323361686706
base_v15,1,868,284.8149180058234,284.8149180058234,284.97464842824405,285.0480915373468,286.342044642887,286.342044642887,290.9836211686496,,,308.81804224975303,0.0,0.0734431091027545,0.0,4.641576525762616,,17.834421081103415,24.00312424392962
base_v15,1,879,287.82810126808573,287.82810126808573,288.0609257867171,288.0609257867171,290.14761408599867,290.14761408599867,294.0407872047465,294.0407872047465,295.1500045833786,309.08966011316886,0.0,0.0,0.0,3.893173118747825,0.0,15.048872908422368,21.26155884508313
base_v15,1,862,282.87597303692564,282.87597303692564,283.2464455932434,283.87423262354463,286.1747649267397,286.1747649267397,291.2490663853507,291.2490663853507,292.2462296139122,309.5198763333048,0.0,0.6277870303012492,0.0,5.074301458610989,0.0,18.27080994795409,26.643903296379165
base_v15,1,877,287.762206362857,287.762206362857,288.09688519480187,288.14654692401274,288.6125795134053,288.6125795134053,293.48146955587373,293.48146955587373,294.4508291313018,310.0309884723093,0.0,0.049661729210868,0.0,4.868890042468422,0.0,16.549518916435545,22.268782109452275
base_v15,1,884,289.9449161454773,289.9449161454773,290.20326463804,290.20326463804,290.2166725291937,290.476120901734,294.6515298428973,,,310.4168142112083,0.0,0.0,0.2594483725403051,4.175408941163255,,15.765284368311027,20.47189806573101
base_v15,1,883,288.23301101936966,288.23301101936966,288.4677963222737,289.0011271834967,290.6679790272045,291.2490663853507,294.90593445854233,,,311.02696419046896,0.0,0.5333308612229644,0.581087358146192,3.6568680731916174,,16.121029731926626,22.793953171099304
base_v15,1,881,287.8683586622206,288.0293966067724,288.2301070796959,288.47336785369,290.74970022233026,291.34984824981046,295.96043845327944,295.96043845327944,296.9218797329466,311.1556146144652,0.1610379445518219,0.2432607739940522,0.600148027480202,4.610590203468973,0.0,15.19517616118577,23.287255952244607
base_v15,1,885,289.99894569536104,289.99894569536104,290.21608914369915,290.21608914369915,290.2870654741725,290.9836211686496,294.04191216722484,,,312.33658236617623,0.0,0.0,0.6965556944771265,3.0582909985752167,,18.294670198951398,22.337636670815183
base_v15,1,889,291.69742896782685,291.69742896782685,291.9577795063188,291.9577795063188,291.9604059094421,291.9604059094421,296.7788875932204,297.04869470972864,298.1122314719393,312.5823650274041,0.0,0.0,0.0,4.818481683778316,0.2698071165082183,15.803477434183662,20.884936059577228
base_v15,1,890,292.66697733438883,292.66697733438883,292.93165329005035,292.93165329005035,293.3472797526674,293.3472797526674,296.58879284978246,296.58879284978246,297.7261173217243,312.6102446426769,0.0,0.0,0.0,3.241513097115046,0.0,16.021451792894425,19.943267308288057
base_v15,1,886,290.1817672399952,290.1817672399952,290.35243847984526,290.35243847984526,291.94810198099304,291.94810198099304,296.166879645081,296.166879645081,297.04869470972864,313.0576069317067,0.0,0.0,0.0,4.218777664087952,0.0,16.89072728662569,22.87583969171152
base_v15,1,888,291.511241861581,291.511241861581,291.79130433358483,291.79130433358483,292.68484435737423,292.68484435737423,297.51997670956865,,,313.5076101006485,0.0,0.0,0.0,4.835132352194421,,15.98763339107984,21.996368239067465
base_v15,1,891,292.7122758892763,292.7122758892763,292.9331748181798,292.9331748181798,293.09146268426764,293.09146268426764,296.67002476672013,296.67002476672013,297.4424023550455,313.6033993198099,0.0,0.0,0.0,3.5785620824524926,0.0,16.933374553089777,20.891123430533582
base_v15,1,878,287.825033435389,287.825033435389,288.09792966547565,288.46707441653047,289.59209698982625,289.59209698982625,294.5448772999483,,,313.83122049486855,0.0,0.3691447510548187,0.0,4.95278031012208,,19.28634319492022,26.006187059479544
base_v15,1,895,293.51015678815963,293.51015678815963,293.75303195560434,293.75303195560434,294.72791091496543,294.72791091496543,299.2658124997494,,,314.43182464228823,0.0,0.0,0.0,4.537901584783981,,15.166012142538818,20.9216678541286
base_v15,1,897,293.71016400132004,293.71016400132004,293.8866446380089,294.72791091496543,295.8244826562406,295.8244826562406,299.70302232819574,,,314.8308841859624,0.0,0.84126627695656,0.0,3.8785396719551386,,15.127861857766677,21.12072018464238
base_v15,1,902,294.4901705983211,294.4901705983211,294.7110943610831,295.9314678701797,296.22705242859604,296.22705242859604,299.68955182079685,299.68955182079685,300.809293523651,314.83764856576937,0.0,1.2203735090965893,0.0,3.462499392200812,0.0,15.14809674497252,20.3474779674483
base_v15,1,894,293.38659023449105,293.38659023449105,293.57712183891744,293.57712183891744,295.6990748484368,295.6990748484368,299.92855050225126,,,315.52564603956137,0.0,0.0,0.0,4.229475653814461,,15.59709553731011,22.139055805070317
base_v15,1,893,292.9004216389196,292.9004216389196,293.2713598367176,293.2713598367176,294.6349001606426,294.6349001606426,298.6470567217874,298.6470567217874,299.7169071991596,315.91607947106667,0.0,0.0,0.0,4.01215656114482,0.0,17.26902274927926,23.01565783214704
