scenario,rep_num,patient_id,arrival_ts,got_greeter_ts,release_greeter_ts,got_reg_ts,release_reg_ts,got_vaccinator_ts,release_vaccinator_ts,got_scheduler_ts,release_scheduler_ts,exit_system_ts,wait_for_greeter,wait_for_reg,wait_for_vaccinator,vaccination_time,wait_for_scheduler,post_vacc_time,time_in_system
base_v12,1,4,0.7177108166650722,0.7177108166650722,0.9391338652892522,0.9391338652892522,1.8817349549934863,1.8817349549934863,6.272876694614728,6.272876694614728,7.135718937104886,21.40638776203475,0.0,0.0,0.0,4.391141739621241,0.0,15.133511067420024,20.68867694536968
base_v12,1,2,0.2883726236719546,0.2883726236719546,0.5659440212072435,0.5659440212072435,1.4841528592634528,1.4841528592634528,5.619368345862831,,,21.499494741749167,0.0,0.0,0.0,4.135215486599378,,15.880126395886336,21.211122118077213
base_v12,1,1,0.2591639414634509,0.2591639414634509,0.4346285429709167,0.4346285429709167,1.1394926047531913,1.1394926047531913,5.749405575330366,5.749405575330366,6.729374375798809,21.98625036159508,0.0,0.0,0.0,4.609912970577175,0.0,16.23684478626471,21.727086420131627
base_v12,1,7,0.8278647963141194,0.8278647963141194,1.1284928769132794,1.8817349549934863,2.116967819658634,2.116967819658634,5.808046429757655,,,22.105990789300822,0.0,0.7532420780802072,0.0,3.691078610099021,,16.29794435954317,21.278125992986705
base_v12,1,9,0.9623936547446154,1.0120814233436368,1.306828077449822,2.116967819658634,3.427459393700387,3.427459393700387,7.457745052372941,7.457745052372941,8.590775307334942,22.581880546637297,0.0496877685990214,0.8101397422088121,0.0,4.030285658672554,0.0,15.124135494264356,21.61948689189268
base_v12,1,3,0.4102866904979777,0.4102866904979777,0.7543929131959402,0.7543929131959402,2.6308126297687826,2.6308126297687826,6.835213298972578,,,22.587820651366428,0.0,0.0,0.0,4.204400669203795,,15.75260735239385,22.17753396086845
base_v12,1,8,0.9114024293241012,0.9391338652892522,1.3024570405183542,1.916729815604142,3.083173237334138,3.083173237334138,7.346236135419165,,,22.621721558867137,0.027731435965151,0.6142727750857879,0.0,4.2630628980850265,,15.275485423447972,21.710319129543038
base_v12,1,13,2.2841115640536995,2.2841115640536995,2.513992018854738,3.175781866065654,3.262560916134132,3.262560916134132,6.742793814609757,,,22.711566764401777,0.0,0.6617898472109158,0.0,3.480232898475625,,15.96877294979202,20.42745520034808
base_v12,1,10,1.212732225715694,1.212732225715694,1.4031297404936072,2.6308126297687826,3.1651754272244705,3.1651754272244705,7.614294581427872,7.614294581427872,8.502967969749916,22.90806014427876,0.0,1.2276828892751754,0.0,4.449119154203402,0.0,15.293765562850888,21.695327918563063
base_v12,1,12,1.980810975959633,1.980810975959633,2.2374708829619205,3.1651754272244705,3.175781866065654,3.175781866065654,6.874566718921001,6.874566718921001,7.874870840707441,23.664056091353626,0.0,0.92770454426255,0.0,3.698784852855346,0.0,16.789489372432627,21.683245115393994
base_v12,1,6,0.8045761087385055,0.8045761087385055,1.111437836778448,1.4841528592634528,1.916729815604142,1.916729815604142,5.449380123234455,5.449380123234455,6.502061509644351,24.20626267365716,0.0,0.3727150224850049,0.0,3.532650307630313,0.0,18.756882550422706,23.40168656491865
base_v12,1,11,1.7383191125829165,1.7383191125829165,2.017854435864044,3.083173237334138,3.785457528988151,5.449380123234455,9.818787691583696,,,25.11761073234799,0.0,1.0653188014700945,1.663922594246304,4.369407568349242,,15.298823040764294,23.379291619765077
base_v12,1,16,3.712390441664138,3.712390441664138,3.9365346955072607,3.9365346955072607,4.047857034398456,5.619368345862831,9.356655429594635,,,25.17094383405879,0.0,0.0,1.5715113114643753,3.737287083731804,,15.814288404464154,21.45855339239465
base_v12,1,5,0.7737418635168912,0.7737418635168912,1.0120814233436368,1.1394926047531913,3.780707674935168,3.780707674935168,8.372007331827918,8.372007331827918,9.334918202765028,25.188752594406026,0.0,0.1274111814095544,0.0,4.591299656892749,0.0,16.816745262578102,24.41501073088913
base_v12,1,14,3.55616748623953,3.55616748623953,3.776393443499545,3.776393443499545,4.322012291471808,5.749405575330366,9.248176146092076,9.248176146092076,10.205924985039456,25.21814704458698,0.0,0.0,1.4273932838585577,3.4987705707617103,0.0,15.969970898494903,21.66197955834745
base_v12,1,19,6.984711041297001,6.984711041297001,7.240579358689838,7.240579358689838,7.664058468637662,7.664058468637662,10.799704414155268,10.799704414155268,11.752718961067073,26.17813741266988,0.0,0.0,0.0,3.1356459455176067,0.0,15.378432998514608,19.19342637137288
base_v12,1,18,6.011760418807165,6.011760418807165,6.244113813734338,6.244113813734338,6.613922809108932,6.742793814609757,10.525888307872457,10.525888307872457,11.53544593829201,27.538432785001696,0.0,0.0,0.1288710055008248,3.7830944932626975,0.0,17.01254447712924,21.52667236619453
